prep_mm,day_hour
0.3,2021-04-12 20
0.3,2021-04-12 21
0.2,2021-04-12 22
0.2,2021-04-12 23
0,2021-04-13 00
0.2,2021-04-13 01
0.4,2021-04-13 02
0.3,2021-04-13 03
0.6,2021-04-13 04
0.7,2021-04-13 05
0.5,2021-04-13 06
0.3,2021-04-13 07
0.1,2021-04-13 08
0,2021-04-13 09
0,2021-04-13 10
0,2021-04-13 11
0.1,2021-04-13 12
0.3,2021-04-13 13
0.1,2021-04-13 14
0.4,2021-04-13 15
1,2021-04-13 16
0.2,2021-04-13 17
0,2021-04-13 18
0,2021-04-13 19
0,2021-04-13 20
0.1,2021-04-13 21
0.4,2021-04-13 22
0.1,2021-04-13 23
0.3,2021-04-14 00
0,2021-04-14 01
0,2021-04-14 02
0,2021-04-14 03
0,2021-04-14 04
0,2021-04-14 05
0,2021-04-14 06
0,2021-04-14 07
0.3,2021-04-14 08
0,2021-04-14 09
0,2021-04-14 10
0,2021-04-14 11
0.1,2021-04-14 12
0.4,2021-04-14 13
0,2021-04-14 14
0.1,2021-04-14 15
0,2021-04-14 16
0.2,2021-04-14 17
0.1,2021-04-14 18
0,2021-04-14 19
0,2021-04-14 20
0,2021-04-14 21
0,2021-04-14 22
0,2021-04-14 23
0,2021-04-15 00
0,2021-04-15 01
0,2021-04-15 02
0,2021-04-15 03
0,2021-04-15 04
0,2021-04-15 05
0,2021-04-15 06
0,2021-04-15 07
0,2021-04-15 08
0.1,2021-04-15 09
0.4,2021-04-15 10
0.7,2021-04-15 11
0,2021-04-15 12
0,2021-04-15 13
0,2021-04-15 14
0,2021-04-15 15
0,2021-04-15 16
0.1,2021-04-15 17
0,2021-04-15 18
0,2021-04-15 19
0,2021-04-15 20
0,2021-04-15 21
0,2021-04-15 22
0,2021-04-15 23
0,2021-04-16 00
0,2021-04-16 01
0,2021-04-16 02
0,2021-04-16 03
0,2021-04-16 04
0,2021-04-16 05
0,2021-04-16 06
0,2021-04-16 07
0,2021-04-16 08
0,2021-04-16 09
0,2021-04-16 10
0,2021-04-16 11
0,2021-04-16 12
0,2021-04-16 13
0,2021-04-16 14
0,2021-04-16 15
0,2021-04-16 16
0,2021-04-16 17
0,2021-04-16 18
0,2021-04-16 19
0,2021-04-16 20
0,2021-04-16 21
0,2021-04-16 22
0,2021-04-16 23
0,2021-04-17 00
0,2021-04-17 01
0,2021-04-17 02
0,2021-04-17 03
0,2021-04-17 04
0,2021-04-17 05
0,2021-04-17 06
0,2021-04-17 07
0,2021-04-17 08
0,2021-04-17 09
0,2021-04-17 10
0,2021-04-17 11
0,2021-04-17 12
0,2021-04-17 13
0,2021-04-17 14
0,2021-04-17 15
0,2021-04-17 16
0,2021-04-17 17
0,2021-04-17 18
0,2021-04-17 19
0,2021-04-17 20
0,2021-04-17 21
0,2021-04-17 22
0,2021-04-17 23
0,2021-04-18 00
0,2021-04-18 01
0,2021-04-18 02
0,2021-04-18 03
0,2021-04-18 04
0,2021-04-18 05
0,2021-04-18 06
0,2021-04-18 07
0,2021-04-18 08
0,2021-04-18 09
0,2021-04-18 10
0,2021-04-18 11
0,2021-04-18 12
0,2021-04-18 13
0,2021-04-18 14
0,2021-04-18 15
0.1,2021-04-18 16
0,2021-04-18 17
0,2021-04-18 18
0,2021-04-18 19
0,2021-04-18 20
0,2021-04-18 21
0,2021-04-18 22
0,2021-04-18 23
0,2021-04-19 00
0,2021-04-19 01
0,2021-04-19 02
0,2021-04-19 03
0.2,2021-04-19 04
0.1,2021-04-19 05
0.2,2021-04-19 06
0,2021-04-19 07
0.1,2021-04-19 08
0.1,2021-04-19 09
0.6,2021-04-19 10
0.7,2021-04-19 11
0.1,2021-04-19 12
0.1,2021-04-19 13
1.7,2021-04-19 14
1.4,2021-04-19 15
0.1,2021-04-19 16
0.2,2021-04-19 17
0,2021-04-19 18
0,2021-04-19 19
0.1,2021-04-19 20
0.3,2021-04-19 21
0.5,2021-04-19 22
0.5,2021-04-19 23
1,2021-04-20 00
1.9,2021-04-20 01
1.2,2021-04-20 02
0.7,2021-04-20 03
1,2021-04-20 04
0.7,2021-04-20 05
0.1,2021-04-20 06
0.1,2021-04-20 07
0,2021-04-20 08
0,2021-04-20 09
0,2021-04-20 10
0,2021-04-20 11
0,2021-04-20 12
0,2021-04-20 13
0,2021-04-20 14
0,2021-04-20 15
0,2021-04-20 16
0,2021-04-20 17
0,2021-04-20 18
0,2021-04-20 19
0,2021-04-20 20
0,2021-04-20 21
0,2021-04-20 22
0,2021-04-20 23
0,2021-04-21 00
0,2021-04-21 01
0,2021-04-21 02
0,2021-04-21 03
0,2021-04-21 04
0,2021-04-21 05
0,2021-04-21 06
0,2021-04-21 07
0,2021-04-21 08
0,2021-04-21 09
0,2021-04-21 10
0,2021-04-21 11
0,2021-04-21 12
0,2021-04-21 13
0,2021-04-21 14
0,2021-04-21 15
0,2021-04-21 16
0,2021-04-21 17
0,2021-04-21 18
0,2021-04-21 19
0.2,2021-04-21 20
2.4,2021-04-21 21
0.7,2021-04-21 22
0,2021-04-21 23
0,2021-04-22 00
0,2021-04-22 01
0,2021-04-22 02
0,2021-04-22 03
0,2021-04-22 04
0.2,2021-04-22 05
0,2021-04-22 06
0,2021-04-22 07
0,2021-04-22 08
0,2021-04-22 09
0.1,2021-04-22 10
0,2021-04-22 11
0.9,2021-04-22 12
0.6,2021-04-22 13
1.7,2021-04-22 14
0.1,2021-04-22 15
0,2021-04-22 16
0,2021-04-22 17
0,2021-04-22 18
0,2021-04-22 19
0,2021-04-22 20
0,2021-04-22 21
0,2021-04-22 22
0,2021-04-22 23
0,2021-04-23 00
0,2021-04-23 01
0,2021-04-23 02
0,2021-04-23 03
0,2021-04-23 04
0,2021-04-23 05
0,2021-04-23 06
0,2021-04-23 07
0,2021-04-23 08
0,2021-04-23 09
0,2021-04-23 10
0,2021-04-23 11
0,2021-04-23 12
0,2021-04-23 13
0,2021-04-23 14
0,2021-04-23 15
0,2021-04-23 16
0,2021-04-23 17
0,2021-04-23 18
0,2021-04-23 19
0,2021-04-23 20
0,2021-04-23 21
0,2021-04-23 22
0,2021-04-23 23
0,2021-04-24 00
0,2021-04-24 01
0,2021-04-24 02
0,2021-04-24 03
0,2021-04-24 04
0,2021-04-24 05
0,2021-04-24 06
0,2021-04-24 07
0,2021-04-24 08
0,2021-04-24 09
0,2021-04-24 10
0,2021-04-24 11
0,2021-04-24 12
0,2021-04-24 13
0,2021-04-24 14
0,2021-04-24 15
0,2021-04-24 16
0,2021-04-24 17
0,2021-04-24 18
0,2021-04-24 19
0,2021-04-24 20
0,2021-04-24 21
0,2021-04-24 22
0,2021-04-24 23
0,2021-04-25 00
0,2021-04-25 01
0,2021-04-25 02
0,2021-04-25 03
0,2021-04-25 04
0,2021-04-25 05
0,2021-04-25 06
0,2021-04-25 07
0,2021-04-25 08
0,2021-04-25 09
0,2021-04-25 10
0,2021-04-25 11
0,2021-04-25 12
0,2021-04-25 13
0,2021-04-25 14
0,2021-04-25 15
0,2021-04-25 16
0,2021-04-25 17
0,2021-04-25 18
0,2021-04-25 19
0,2021-04-25 20
0,2021-04-25 21
0,2021-04-25 22
0,2021-04-25 23
0,2021-04-26 00
0,2021-04-26 01
0,2021-04-26 02
0,2021-04-26 03
0,2021-04-26 04
0,2021-04-26 05
0,2021-04-26 06
0,2021-04-26 07
0,2021-04-26 08
0,2021-04-26 09
0,2021-04-26 10
0,2021-04-26 11
0,2021-04-26 12
0,2021-04-26 13
0,2021-04-26 14
0,2021-04-26 15
0,2021-04-26 16
0,2021-04-26 17
0,2021-04-26 18
0,2021-04-26 19
0,2021-04-26 20
0,2021-04-26 21
0,2021-04-26 22
0,2021-04-26 23
0,2021-04-27 00
0,2021-04-27 01
0,2021-04-27 02
0,2021-04-27 03
0,2021-04-27 04
0,2021-04-27 05
0,2021-04-27 06
0,2021-04-27 07
0,2021-04-27 08
0,2021-04-27 09
0,2021-04-27 10
0,2021-04-27 11
0,2021-04-27 12
0,2021-04-27 13
0,2021-04-27 14
0,2021-04-27 15
0,2021-04-27 16
0,2021-04-27 17
0,2021-04-27 18
0,2021-04-27 19
0,2021-04-27 20
0,2021-04-27 21
0,2021-04-27 22
0,2021-04-27 23
0,2021-04-28 00
0,2021-04-28 01
0,2021-04-28 02
0,2021-04-28 03
0,2021-04-28 04
0,2021-04-28 05
0,2021-04-28 06
0,2021-04-28 07
0,2021-04-28 08
0,2021-04-28 09
0,2021-04-28 10
0,2021-04-28 11
0,2021-04-28 12
0,2021-04-28 13
0,2021-04-28 14
0,2021-04-28 15
0,2021-04-28 16
0,2021-04-28 17
0,2021-04-28 18
0,2021-04-28 19
0,2021-04-28 20
0,2021-04-28 21
0,2021-04-28 22
0,2021-04-28 23
0,2021-04-29 00
0,2021-04-29 01
0,2021-04-29 02
0,2021-04-29 03
0,2021-04-29 04
0,2021-04-29 05
0,2021-04-29 06
0,2021-04-29 07
0,2021-04-29 08
0,2021-04-29 09
0,2021-04-29 10
0,2021-04-29 11
0,2021-04-29 12
0,2021-04-29 13
0,2021-04-29 14
0,2021-04-29 15
0,2021-04-29 16
0,2021-04-29 17
0,2021-04-29 18
0,2021-04-29 19
0,2021-04-29 20
0.2,2021-04-29 21
0.4,2021-04-29 22
0.5,2021-04-29 23
0.9,2021-04-30 00
